0 	0
50000 	0.009801
100000 	0.016501
150000 	0.024801
200000 	0.032902
250000 	0.041402
300000 	0.050803
350000 	0.059003
400000 	0.064604
450000 	0.076604
500000 	0.084405
550000 	0.091505
600000 	0.099606
650000 	0.109706
700000 	0.117407
750000 	0.129807
800000 	0.141307
850000 	0.149508
900000 	0.155708
950000 	0.163509
1000000	0.175709
