0	0
50000	0.008801
100000	0.016601
150000	0.024802
200000	0.033602
250000	0.043603
300000	0.049803
350000	0.058804
400000	0.063404
450000	0.075204
500000	0.086005
550000	0.092014
600000	0.099805
650000	0.109606
700000	0.121407
750000	0.127007
800000	0.138608
850000	0.144008
900000	0.146808
950000	0.160609
1000000	0.164410
